usn,name,department,semester,attendance,internal_marks,assignment_score,quiz_score,lab_marks,semester_marks,study_hours
1RV21ME3059,Girish Raju,ME,3,40.06,17.64,27.88,47.69,46.2,81.04,1.85
1RV21ME3060,Tanmay Pillai,ME,3,94.62,34.46,37.46,10.39,32.11,142.02,5.85
1RV21ME3061,Gayathri Kapoor,ME,3,65.94,28.62,31.78,12.49,41.8,111.26,2.32
1RV21ME3062,Swathi Sharma,ME,3,56.77,28.76,37.98,40.2,44.38,125.6,6.62
1RV21ME3063,Arvind Desai,ME,3,66.38,28.17,11.0,33.36,36.92,111.81,4.3
1RV21ME3064,Lakshmi Pillai,ME,3,66.36,21.61,35.04,32.39,37.57,65.64,7.12
1RV21ME3065,Uday Sharma,ME,3,55.61,28.62,26.25,35.92,31.95,87.58,0.2
1RV21ME3066,Arvind Raju,ME,3,68.39,22.22,44.06,5.0,40.93,71.88,7.03
1RV21ME3067,Hari Shastri,ME,3,51.16,28.35,34.58,37.04,27.12,112.89,2.42
1RV21ME3068,Basavaraj Naik,ME,3,43.6,31.12,28.47,39.66,37.91,80.9,2.26
1RV21ME3069,Murali Aggarwal,ME,3,75.81,30.32,16.61,31.99,37.29,112.65,2.38
1RV21ME3070,Hari Mehra,ME,3,74.45,28.15,33.48,21.43,30.88,137.51,2.69
1RV21ME3071,Arvind Prasad,ME,3,86.39,35.51,30.33,35.86,35.13,118.78,5.19
1RV21ME3072,Ashwin Singh,ME,3,39.26,31.88,29.57,29.48,30.42,98.56,0.2
1RV21ME3073,Ramesh Bansal,ME,3,63.22,30.47,19.47,21.89,21.58,97.74,2.16
1RV21ME3074,Rahul Kapoor,ME,3,55.33,11.54,39.2,13.29,39.23,49.51,4.4
1RV21ME3075,Deepak Shastri,ME,3,71.57,39.42,32.52,30.94,22.05,118.83,3.81
1RV21ME3076,Shiva Shetty,ME,3,25.77,17.86,26.86,36.83,35.34,41.31,1.75
1RV21ME3077,Arjun Aggarwal,ME,3,56.73,11.83,37.64,32.13,29.77,53.77,1.06
1RV21ME3078,Gayathri Nair,ME,3,75.7,32.32,50.0,23.04,40.66,114.84,6.63
1RV21ME3079,Abhishek Desai,ME,3,59.78,21.87,41.9,20.86,22.36,68.53,5.09
1RV21ME3080,Yashwanth Joshi,ME,3,80.74,37.08,34.08,30.83,27.56,112.41,3.56
1RV21ME3081,Shreya Prasad,ME,3,95.3,44.67,19.11,33.55,25.65,143.2,0.2
1RV21ME3082,Girish Shetty,ME,3,87.24,35.9,30.29,33.17,40.5,125.17,3.22
1RV21ME3083,Chandana Iyer,ME,3,41.92,20.51,23.38,25.14,28.93,35.94,3.65
1RV21ME3084,Rohan Dubey,ME,3,72.36,26.89,28.58,30.64,26.7,103.95,5.07
1RV21ME3085,Sanjana Rao,ME,3,61.72,12.51,27.74,39.53,37.98,62.03,2.08
1RV21ME3086,Murali Shastri,ME,3,62.96,20.99,28.2,29.37,35.2,71.68,0.2
1RV21ME3087,Prasad Prasad,ME,3,94.92,44.64,23.87,23.54,33.95,173.32,1.71
1RV21ME3088,Yashwanth Bhat,ME,3,76.38,35.1,16.21,17.9,24.05,106.78,2.79
1RV21ME3089,Priya Swamy,ME,3,70.47,31.03,15.74,25.96,25.45,135.38,0.64
1RV21ME3090,Gayathri Prasad,ME,3,29.08,18.89,30.18,18.42,44.29,55.58,4.04
1RV21ME3091,Keerthana Menon,ME,3,78.12,36.46,44.24,28.02,28.71,113.61,2.05
1RV21ME3092,Ishita Mehra,ME,3,61.12,30.87,32.3,28.81,36.13,80.33,2.43
1RV21ME3093,Sneha Kapoor,ME,3,83.53,30.31,29.34,17.39,27.46,123.73,4.19
1RV21ME3094,Prasad Raju,ME,3,46.89,26.24,36.48,15.18,22.84,84.88,3.87
1RV21ME3095,Rohan Kapoor,ME,3,99.5,38.83,24.89,47.63,14.32,159.65,3.94
1RV21ME3096,Rohan Gowda,ME,3,65.36,16.79,32.54,18.98,33.87,71.13,5.01
1RV21ME3097,Ananya Mehra,ME,3,71.42,23.08,37.05,29.7,40.44,91.25,1.0
1RV21ME3098,Keerthana Aggarwal,ME,3,35.66,20.89,33.28,29.74,25.62,96.97,3.35
1RV21ME3099,Chetan Gupta,ME,3,73.95,34.31,36.84,20.92,50.0,91.02,6.82
1RV21ME3100,Ganesh Kumar,ME,3,52.62,34.58,44.55,35.76,33.65,83.89,1.36
1RV21ME4001,Harish Shetty,ME,4,90.39,32.03,35.4,33.6,37.13,135.22,5.75
1RV21ME4002,Girish Joshi,ME,4,35.35,11.96,27.99,14.36,31.44,41.21,6.54
1RV21ME4003,Manoj Gupta,ME,4,95.15,42.88,26.76,17.04,33.43,134.25,1.37
1RV21ME4004,Sneha Gowda,ME,4,38.15,19.43,28.38,34.65,30.52,66.79,2.44
1RV21ME4005,Pooja Deshpande,ME,4,74.52,37.83,9.52,23.24,30.51,108.43,2.5
1RV21ME4006,Pavan Naik,ME,4,71.13,32.51,25.39,7.43,48.48,120.85,1.91
1RV21ME4007,Anand Pillai,ME,4,86.1,36.77,19.41,5.0,26.31,122.95,2.67
1RV21ME4008,Neha Singh,ME,4,70.2,35.2,30.16,25.69,40.18,99.81,3.18
1RV21ME4009,Riya Mehra,ME,4,85.44,37.12,35.91,37.54,27.03,126.26,3.38
1RV21ME4010,Abhishek Shastri,ME,4,76.53,32.13,35.08,30.93,36.48,97.02,2.14
1RV21ME4011,Pooja Patil,ME,4,38.89,5.55,29.63,30.57,36.9,38.06,4.26
1RV21ME4012,Sanjana Aggarwal,ME,4,71.53,27.13,19.33,20.94,33.95,108.5,1.03
1RV21ME4013,Murali Yadav,ME,4,74.1,33.5,18.8,13.96,29.83,113.61,5.06
1RV21ME4014,Basavaraj Verma,ME,4,99.5,38.02,9.48,24.45,24.91,132.96,2.51
1RV21ME4015,Akshata Tiwari,ME,4,69.91,29.22,20.1,28.58,33.1,111.93,5.9
1RV21ME4016,Vivek Bansal,ME,4,81.32,28.39,38.08,49.36,30.12,102.08,3.59
1RV21ME4017,Rohan Kapoor,ME,4,61.3,20.96,30.61,39.89,30.49,53.79,6.13
1RV21ME4018,Akshata Swamy,ME,4,88.16,29.29,29.55,11.43,26.24,112.11,5.49
1RV21ME4019,Gayathri Patel,ME,4,58.08,12.08,32.03,5.56,39.9,48.37,5.58
1RV21ME4020,Rohan Hegde,ME,4,86.81,46.1,26.36,23.72,25.81,134.06,3.52
1RV21ME4021,Chetan Menon,ME,4,70.23,31.08,37.56,21.88,35.61,112.83,1.92
1RV21ME4022,Girish Dubey,ME,4,50.94,27.81,48.57,21.26,36.57,56.55,1.19
1RV21ME4023,Prasad Patel,ME,4,77.12,38.35,23.35,7.1,41.48,142.62,0.58
1RV21ME4024,Deepika Kamath,ME,4,54.29,23.6,29.83,32.57,27.76,73.1,1.51
1RV21ME4025,Naveen Aggarwal,ME,4,57.43,22.82,25.36,27.33,27.25,96.95,4.19
1RV21ME4026,Riya Patil,ME,4,99.5,38.22,29.07,14.51,43.66,144.91,3.8
1RV21ME4027,Venkat Chauhan,ME,4,51.5,13.17,31.38,30.86,26.13,107.57,4.28
1RV21ME4028,Ananya Kamath,ME,4,91.81,37.45,40.11,14.72,43.02,120.74,2.07
1RV21ME4029,Meera Desai,ME,4,90.46,31.77,33.96,37.43,41.56,99.77,5.47
1RV21ME4030,Rajesh Kulkarni,ME,4,92.91,33.06,32.35,23.87,37.11,137.83,2.62
1RV21ME4031,Varun Murthy,ME,4,75.28,19.21,39.07,34.63,26.34,67.91,2.83
1RV21ME4032,Gayathri Shastri,ME,4,51.59,7.08,34.32,5.0,34.79,71.36,4.01
1RV21ME4033,Divya Kulkarni,ME,4,55.92,20.2,29.55,40.17,37.85,88.42,2.13
1RV21ME4034,Akash Kulkarni,ME,4,61.66,25.04,29.63,34.93,12.83,83.22,3.65
1RV21ME4035,Amit Bhat,ME,4,81.25,24.82,26.73,31.31,27.4,116.03,3.19
1RV21ME4036,Vinay Chauhan,ME,4,73.87,29.72,25.71,28.71,34.82,103.71,1.4
1RV21ME4037,Sanjana Hegde,ME,4,62.85,30.91,30.14,26.91,16.33,102.69,3.51
1RV21ME4038,Yogesh Joshi,ME,4,68.11,23.35,28.06,28.96,31.22,73.64,3.43
1RV21ME4039,Riya Patel,ME,4,23.32,21.81,37.2,7.9,14.0,50.55,2.01
1RV21ME4040,Pramod Joshi,ME,4,33.82,8.06,34.86,35.09,45.25,32.37,2.58
1RV21ME4041,Sharath Pillai,ME,4,52.45,23.1,16.48,5.0,16.65,79.65,1.34
1RV21ME4042,Pooja Tiwari,ME,4,86.56,28.83,34.25,38.97,31.74,108.54,3.39
1RV21ME4043,Sachin Kumar,ME,4,43.39,9.15,26.85,24.78,49.26,30.0,0.67
1RV21ME4044,Prasad Sharma,ME,4,74.1,35.54,27.92,35.03,21.62,102.88,5.79
1RV21ME4045,Ajay Chauhan,ME,4,93.62,40.13,19.48,41.06,22.41,157.56,3.83
1RV21ME4046,Sachin Prasad,ME,4,53.06,33.01,36.95,5.0,32.35,91.41,2.8
1RV21ME4047,Pavan Dubey,ME,4,66.3,36.47,17.82,19.32,15.39,99.43,3.9
1RV21ME4048,Deepak Gupta,ME,4,69.92,30.81,31.7,38.46,25.89,107.21,0.2
1RV21ME4049,Nandini Naik,ME,4,77.5,28.94,42.1,15.45,27.12,108.01,2.82
1RV21ME4050,Sneha Swamy,ME,4,61.94,26.37,15.39,40.46,12.82,80.86,6.01
1RV21ME4051,Abhishek Kulkarni,ME,4,92.75,35.92,31.37,34.98,23.17,133.2,3.82
1RV21ME4052,Sagar Pillai,ME,4,78.77,32.71,30.14,31.79,28.99,121.76,3.71
1RV21ME4053,Aarav Menon,ME,4,71.76,21.43,35.01,19.45,20.67,52.54,3.2
1RV21ME4054,Kavya Yadav,ME,4,44.93,13.58,24.15,17.86,40.01,47.5,3.15
1RV21ME4055,Priya Swamy,ME,4,51.43,24.56,32.64,28.91,31.53,68.61,4.46
1RV21ME4056,Yashwanth Malhotra,ME,4,77.29,28.97,35.22,50.0,22.58,105.11,6.31
1RV21ME4057,Priya Shetty,ME,4,75.34,29.9,11.57,17.17,39.64,98.67,3.0
1RV21ME4058,Neha Saxena,ME,4,71.84,15.97,33.05,26.78,32.21,69.92,4.69
1RV21ME4059,Akshata Patil,ME,4,83.33,38.96,26.7,5.0,20.43,102.59,3.56
1RV21ME4060,Tejas Aggarwal,ME,4,75.36,27.41,12.7,50.0,35.59,120.3,2.75
1RV21ME4061,Pramod Rao,ME,4,84.49,29.12,40.01,39.81,38.37,120.62,3.76
1RV21ME4062,Manoj Patel,ME,4,85.43,36.32,8.95,30.55,50.0,150.71,4.02
1RV21ME4063,Anjali Malhotra,ME,4,53.56,19.06,28.23,25.08,21.15,72.92,2.83
1RV21ME4064,Bharath Mehra,ME,4,74.85,34.37,37.17,50.0,14.58,108.02,4.37
1RV21ME4065,Chetan Patil,ME,4,68.62,30.65,39.3,27.72,30.26,76.24,2.96
1RV21ME4066,Vivek Singh,ME,4,66.69,28.26,25.31,31.86,34.06,110.93,3.95
1RV21ME4067,Bhavya Kamath,ME,4,81.12,36.79,20.98,13.55,48.85,139.6,4.27
1RV21ME4068,Gayathri Gupta,ME,4,96.56,33.02,31.95,17.66,38.46,132.61,2.51
1RV21ME4069,Harish Acharya,ME,4,60.75,18.54,49.26,34.86,26.54,54.42,3.27
1RV21ME4070,Vikram Dubey,ME,4,80.6,33.41,45.34,29.59,38.42,119.54,2.59
1RV21ME4071,Nandini Swamy,ME,4,55.71,18.16,37.86,35.5,37.1,73.29,0.98
1RV21ME4072,Ananya Patil,ME,4,91.68,34.59,42.49,5.09,30.52,121.8,3.86
1RV21ME4073,Shreya Murthy,ME,4,76.08,36.47,37.08,30.03,21.96,116.01,5.93
1RV21ME4074,Chandana Desai,ME,4,72.23,32.25,16.58,27.46,21.79,116.48,1.81
1RV21ME4075,Bharath Patil,ME,4,76.51,23.65,50.0,19.49,23.57,138.92,1.65
1RV21ME4076,Tejas Dubey,ME,4,63.68,25.32,50.0,5.0,35.75,92.27,7.42
1RV21ME4077,Prasad Bhat,ME,4,80.38,34.46,20.25,24.35,20.19,130.9,1.79
1RV21ME4078,Yogesh Sharma,ME,4,89.29,40.78,38.13,23.28,36.36,143.37,5.31
1RV21ME4079,Darshan Sharma,ME,4,19.71,14.16,9.86,29.63,30.63,46.25,4.84
1RV21ME4080,Pramod Mehra,ME,4,62.27,24.94,32.35,35.0,43.87,83.3,7.08
1RV21ME4081,Aditya Gupta,ME,4,60.68,22.77,26.65,24.63,31.9,85.72,2.07
1RV21ME4082,Vinay Acharya,ME,4,33.44,24.91,33.14,43.16,35.31,70.23,4.89
1RV21ME4083,Gayathri Malhotra,ME,4,62.91,18.05,26.64,30.58,19.9,81.05,3.63
1RV21ME4084,Keerthana Raju,ME,4,84.81,39.38,33.57,26.49,31.97,119.55,2.44
1RV21ME4085,Arvind Menon,ME,4,17.67,13.15,24.74,22.49,49.96,47.48,3.85
1RV21ME4086,Yogesh Yadav,ME,4,65.73,29.56,17.83,29.53,19.48,87.55,2.69
1RV21ME4087,Lakshmi Murthy,ME,4,70.38,27.28,27.54,16.34,33.64,97.7,7.23
1RV21ME4088,Sanjana Kapoor,ME,4,88.77,27.23,28.71,16.08,27.21,105.63,0.2
1RV21ME4089,Sagar Patil,ME,4,46.2,14.68,20.34,25.78,33.99,76.55,4.86
1RV21ME4090,Jyothi Gupta,ME,4,59.01,15.07,33.55,33.11,34.43,63.21,0.2
1RV21ME4091,Jyothi Rao,ME,4,54.52,28.79,41.51,18.82,22.24,81.24,1.46
1RV21ME4092,Aditya Malhotra,ME,4,80.04,32.43,50.0,19.52,18.16,92.81,1.52
1RV21ME4093,Chandana Acharya,ME,4,82.36,36.98,23.33,26.8,11.43,125.5,3.86
1RV21ME4094,Hari Sharma,ME,4,79.34,34.89,38.02,28.69,15.88,111.59,3.66
1RV21ME4095,Karthik Shastri,ME,4,79.35,32.32,39.78,32.86,21.23,110.53,2.67
1RV21ME4096,Srinivas Singh,ME,4,72.65,28.71,24.11,45.8,18.44,84.58,2.14
1RV21ME4097,Siddharth Gowda,ME,4,66.74,21.75,19.27,30.56,13.76,93.38,3.0
1RV21ME4098,Vikram Nair,ME,4,88.98,33.83,15.84,32.6,20.28,123.13,3.68
1RV21ME4099,Vishal Menon,ME,4,58.39,18.58,26.33,33.2,28.75,61.23,3.69
1RV21ME4100,Murali Deshpande,ME,4,54.33,29.93,32.61,14.06,28.31,104.52,2.86
1RV21CE1001,Ajay Acharya,CE,1,73.04,19.72,50.0,35.9,42.78,76.89,2.18
1RV21CE1002,Pramod Acharya,CE,1,77.14,39.98,35.79,35.47,36.88,107.3,4.9
1RV21CE1003,Venkat Desai,CE,1,99.5,43.12,44.18,21.56,35.88,163.85,5.1
1RV21CE1004,Arjun Bansal,CE,1,45.39,37.34,16.42,9.91,28.01,140.25,3.64
1RV21CE1005,Arjun Menon,CE,1,83.46,50.0,16.37,21.28,15.17,156.37,3.26
1RV21CE1006,Riya Swamy,CE,1,79.33,42.12,23.5,34.1,34.53,137.87,6.13
1RV21CE1007,Gayathri Rao,CE,1,70.54,29.44,36.21,31.89,26.95,125.38,3.26
1RV21CE1008,Sneha Acharya,CE,1,44.23,25.79,29.25,42.88,40.3,78.46,3.34
1RV21CE1009,Srinivas Kumar,CE,1,95.01,39.61,31.34,43.61,36.41,138.61,4.18
1RV21CE1010,Mohan Nair,CE,1,90.12,40.04,22.89,36.13,49.43,172.34,2.42
1RV21CE1011,Lakshmi Sharma,CE,1,51.85,29.94,18.95,17.87,45.33,106.52,1.58
1RV21CE1012,Nandini Iyer,CE,1,54.39,19.3,32.45,32.95,38.88,82.65,4.99
1RV21CE1013,Mohan Mishra,CE,1,76.2,29.94,23.86,38.85,35.61,119.77,5.71
1RV21CE1014,Venkat Raju,CE,1,50.46,31.89,29.3,26.15,28.19,91.23,3.85
1RV21CE1015,Neha Iyer,CE,1,61.8,21.77,32.7,16.49,35.52,74.25,2.38
1RV21CE1016,Naveen Bhat,CE,1,77.92,23.68,30.01,29.8,28.88,105.71,2.11
1RV21CE1017,Swathi Raju,CE,1,55.91,32.66,13.26,43.43,30.33,132.92,1.72
1RV21CE1018,Manish Swamy,CE,1,99.1,37.09,38.0,32.74,37.29,117.9,0.4
1RV21CE1019,Pramod Aggarwal,CE,1,59.22,36.9,46.88,31.2,33.27,113.16,2.39
1RV21CE1020,Shiva Gowda,CE,1,32.89,16.43,21.0,24.26,36.56,72.84,5.36
1RV21CE1021,Ishita Kamath,CE,1,83.53,25.73,27.59,35.68,29.77,76.19,3.85
1RV21CE1022,Sagar Naik,CE,1,71.81,23.51,30.83,37.66,33.93,121.06,3.89
1RV21CE1023,Bhavya Kumar,CE,1,69.7,36.45,34.1,13.31,42.04,142.81,3.4
1RV21CE1024,Sneha Chauhan,CE,1,78.52,34.71,14.31,27.37,32.79,136.41,1.35
1RV21CE1025,Mahesh Naik,CE,1,68.17,22.26,35.68,43.1,28.97,107.69,3.11
1RV21CE1026,Prasad Tiwari,CE,1,70.7,35.12,38.49,22.09,23.56,120.96,4.27
1RV21CE1027,Arvind Mehra,CE,1,68.37,37.76,27.53,16.49,10.99,158.44,2.88
1RV21CE1028,Sharath Naik,CE,1,27.16,10.98,34.88,47.66,34.41,32.12,4.17
1RV21CE1029,Pooja Patel,CE,1,54.77,37.67,35.43,28.25,40.75,144.43,2.14
1RV21CE1030,Suresh Prasad,CE,1,71.87,29.1,23.43,26.6,20.53,114.14,6.56
1RV21CE1031,Rajesh Raju,CE,1,64.84,36.74,36.15,36.86,23.57,116.27,6.25
1RV21CE1032,Srinivas Mishra,CE,1,71.96,29.2,28.55,23.4,25.52,106.97,1.41
1RV21CE1033,Ananya Naik,CE,1,64.54,32.67,32.15,30.31,27.46,113.11,4.68
1RV21CE1034,Neha Kumar,CE,1,99.5,49.1,23.3,19.58,24.18,187.39,6.32
1RV21CE1035,Ashwin Prasad,CE,1,79.99,37.17,46.95,28.53,37.22,124.18,1.84
1RV21CE1036,Tejas Shetty,CE,1,99.5,48.43,40.45,33.28,43.91,162.54,1.38
1RV21CE1037,Rajesh Verma,CE,1,29.91,22.72,45.31,21.24,34.91,66.91,0.2
1RV21CE1038,Vivek Acharya,CE,1,65.83,29.08,33.87,50.0,42.11,103.99,4.57
1RV21CE1039,Meera Malhotra,CE,1,63.24,31.82,21.5,18.55,43.69,120.27,4.73
1RV21CE1040,Vivek Pillai,CE,1,59.92,28.26,49.32,38.85,23.21,95.27,5.87
1RV21CE1041,Anand Desai,CE,1,47.09,22.26,34.93,43.09,37.02,89.09,4.51
1RV21CE1042,Aditya Dubey,CE,1,91.87,32.43,22.11,19.87,45.55,119.87,2.71
1RV21CE1043,Pramod Verma,CE,1,71.33,34.39,31.8,36.63,43.24,112.7,4.77
1RV21CE1044,Aarav Acharya,CE,1,87.02,50.0,43.42,42.01,44.38,147.09,4.42
1RV21CE1045,Sachin Chauhan,CE,1,71.84,29.7,17.49,40.79,29.71,98.98,4.33
1RV21CE1046,Ananya Bansal,CE,1,57.66,37.37,10.13,48.62,26.28,112.43,0.2
1RV21CE1047,Srinivas Swamy,CE,1,39.31,23.42,25.95,16.09,24.35,85.9,5.2
1RV21CE1048,Jagadish Iyer,CE,1,73.72,34.24,24.13,5.0,20.4,136.39,2.84
1RV21CE1049,Nikhil Sharma,CE,1,76.69,41.19,35.51,42.75,22.63,167.46,5.34
1RV21CE1050,Vivek Bansal,CE,1,60.26,28.84,45.28,22.02,24.95,127.24,3.42
1RV21CE1051,Prasad Patil,CE,1,99.5,41.81,45.96,9.9,44.73,152.95,1.47
1RV21CE1052,Sharath Naik,CE,1,72.24,35.69,31.57,33.99,28.8,122.09,0.2
1RV21CE1053,Aditya Rao,CE,1,40.54,28.81,44.37,34.41,35.77,94.54,0.2
1RV21CE1054,Kavya Aggarwal,CE,1,56.91,28.49,22.03,17.9,14.97,108.44,2.84
1RV21CE1055,Vishal Menon,CE,1,28.46,17.5,15.35,40.99,30.4,57.26,4.46
1RV21CE1056,Harish Rao,CE,1,52.08,28.07,33.67,15.95,23.33,79.45,4.88
1RV21CE1057,Aarav Patel,CE,1,68.51,38.49,23.96,40.97,28.15,109.79,2.63
1RV21CE1058,Divya Nair,CE,1,73.06,34.08,24.64,5.0,19.33,124.77,0.34
1RV21CE1059,Lakshmi Menon,CE,1,35.27,24.37,39.04,25.71,22.95,47.36,5.47
1RV21CE1060,Aditya Patel,CE,1,48.55,34.86,36.15,31.65,36.45,104.55,4.68
1RV21CE1061,Kavya Bhat,CE,1,79.36,34.27,26.69,45.34,31.05,143.49,2.03
1RV21CE1062,Ramesh Swamy,CE,1,63.09,35.46,17.62,41.89,50.0,111.27,2.97
1RV21CE1063,Tejas Yadav,CE,1,90.19,40.32,21.8,15.78,30.02,158.08,5.74
1RV21CE1064,Harish Rao,CE,1,66.52,28.17,30.43,30.69,38.86,122.21,2.48
1RV21CE1065,Varun Verma,CE,1,86.28,45.34,24.23,36.71,29.99,150.37,2.74
1RV21CE1066,Vivek Shetty,CE,1,46.81,20.61,35.28,25.97,28.69,90.27,2.7
1RV21CE1067,Jagadish Malhotra,CE,1,72.47,35.52,35.01,17.69,23.46,117.16,0.75
1RV21CE1068,Rajesh Menon,CE,1,91.17,35.36,24.2,26.44,33.5,145.31,2.93
1RV21CE1069,Pavan Naik,CE,1,43.7,29.22,40.7,25.83,42.61,97.87,6.82
1RV21CE1070,Sagar Pillai,CE,1,53.4,35.11,27.11,39.38,42.21,113.46,2.92
1RV21CE1071,Divya Patel,CE,1,73.65,31.58,25.3,38.09,19.21,122.74,3.84
1RV21CE1072,Manish Rao,CE,1,81.53,42.27,49.11,12.73,37.61,154.28,5.39
1RV21CE1073,Keerthana Sharma,CE,1,54.62,28.9,16.02,32.06,25.71,69.14,1.83
1RV21CE1074,Bhavya Naik,CE,1,41.4,19.49,36.68,39.21,28.4,68.12,4.8
1RV21CE1075,Bharath Bansal,CE,1,65.55,33.37,14.62,30.33,26.54,110.58,1.11
1RV21CE1076,Keerthana Menon,CE,1,51.61,21.09,46.73,14.89,22.38,101.71,2.17
1RV21CE1077,Vikram Mishra,CE,1,75.71,39.32,22.63,32.96,26.63,121.05,3.11
1RV21CE1078,Manoj Kumar,CE,1,88.37,38.9,50.0,33.75,40.2,133.75,3.41
1RV21CE1079,Ananya Iyer,CE,1,67.75,30.16,42.71,13.91,39.87,111.98,1.92
1RV21CE1080,Hari Sharma,CE,1,62.99,15.89,33.21,13.59,40.95,75.78,4.82
1RV21CE1081,Neha Bansal,CE,1,84.82,26.41,13.57,28.75,27.9,85.61,4.36
1RV21CE1082,Nikhil Shastri,CE,1,69.45,27.52,29.05,26.14,27.43,88.5,7.09
1RV21CE1083,Vishal Desai,CE,1,81.65,47.97,29.46,17.0,38.98,158.59,5.01
1RV21CE1084,Jyothi Patil,CE,1,85.44,45.91,21.23,28.85,40.17,145.15,6.69
1RV21CE1085,Sharath Bhat,CE,1,78.32,41.49,39.81,30.07,24.05,124.75,3.19
1RV21CE1086,Akash Singh,CE,1,74.84,38.56,42.03,33.32,35.58,100.36,3.66
1RV21CE1087,Deepika Tiwari,CE,1,65.96,27.92,39.68,10.43,30.81,87.26,2.81
1RV21CE1088,Keerthana Kumar,CE,1,72.86,44.45,50.0,14.26,17.83,111.63,6.91
1RV21CE1089,Ananya Deshpande,CE,1,97.88,38.86,29.12,30.09,38.6,142.9,1.36
1RV21CE1090,Chetan Joshi,CE,1,40.44,25.27,18.48,44.2,31.6,58.95,2.72
1RV21CE1091,Rahul Menon,CE,1,59.78,28.07,38.37,25.52,29.84,93.09,2.95
1RV21CE1092,Anand Nair,CE,1,70.95,31.75,23.82,27.22,32.96,109.28,3.99
1RV21CE1093,Harish Tiwari,CE,1,31.08,10.33,28.06,36.08,39.92,50.81,4.87
1RV21CE1094,Yogesh Tiwari,CE,1,76.78,28.62,23.55,23.81,39.86,115.47,3.38
1RV21CE1095,Chandana Acharya,CE,1,59.89,35.31,14.99,33.29,35.41,139.05,2.86
1RV21CE1096,Karthik Kapoor,CE,1,58.76,37.87,28.15,19.62,28.89,132.44,8.53
1RV21CE1097,Keerthana Patel,CE,1,66.93,37.47,29.88,26.6,28.15,118.7,2.36
1RV21CE1098,Rohan Kamath,CE,1,86.36,32.69,26.97,31.38,50.0,141.07,5.31
1RV21CE1099,Riya Naik,CE,1,61.16,32.92,37.35,34.82,42.15,93.32,8.48
1RV21CE1100,Shiva Raju,CE,1,66.1,29.62,36.62,36.21,27.74,111.62,0.98
1RV21CE2001,Swathi Chauhan,CE,2,53.49,25.39,38.4,19.05,15.6,96.18,0.2
1RV21CE2002,Nikhil Prasad,CE,2,83.76,35.55,42.98,22.81,40.68,143.71,6.97
1RV21CE2003,Ajay Saxena,CE,2,43.15,9.79,18.98,37.36,28.39,46.9,0.2
1RV21CE2004,Yashwanth Kapoor,CE,2,25.51,15.31,7.03,25.21,38.08,37.56,2.64
1RV21CE2005,Divya Menon,CE,2,95.16,42.46,33.46,18.42,26.12,148.32,5.2
1RV21CE2006,Nandini Nair,CE,2,60.67,19.9,33.75,30.82,36.56,86.65,3.68
1RV21CE2007,Uday Tiwari,CE,2,44.58,25.91,24.02,31.84,36.44,100.52,1.45
1RV21CE2008,Akshata Shetty,CE,2,45.79,24.34,46.99,45.55,38.35,76.81,1.83
1RV21CE2009,Ramesh Verma,CE,2,75.45,32.66,24.27,33.25,31.03,110.15,3.93
1RV21CE2010,Santhosh Reddy,CE,2,45.38,13.46,38.07,47.7,38.03,72.54,0.95
1RV21CE2011,Siddharth Menon,CE,2,37.74,29.33,23.59,20.4,32.98,81.48,5.24
1RV21CE2012,Vinay Joshi,CE,2,46.15,23.15,21.59,25.63,27.85,81.74,5.56
1RV21CE2013,Ganesh Naik,CE,2,57.66,36.27,15.82,33.48,32.24,88.91,1.99
1RV21CE2014,Akshata Swamy,CE,2,94.01,38.48,18.68,13.56,23.48,147.76,4.69
1RV21CE2015,Sanjana Menon,CE,2,44.77,19.98,25.47,45.36,25.01,68.55,2.88
1RV21CE2016,Mahesh Kulkarni,CE,2,44.8,26.7,37.62,17.31,40.52,97.47,3.72
1RV21CE2017,Sachin Hegde,CE,2,58.96,26.29,28.02,11.1,41.18,94.58,2.69
1RV21CE2018,Deepika Hegde,CE,2,63.55,24.2,24.86,18.4,30.72,112.92,2.33
1RV21CE2019,Sagar Verma,CE,2,88.35,50.0,50.0,31.38,27.75,170.8,3.73
1RV21CE2020,Riya Pillai,CE,2,85.35,33.74,39.7,49.43,21.79,141.23,0.56
1RV21CE2021,Sagar Gupta,CE,2,70.07,26.83,44.73,32.16,42.23,97.4,2.88
1RV21CE2022,Santhosh Rao,CE,2,99.5,44.83,30.37,21.41,29.23,155.42,6.45
1RV21CE2023,Bhavya Gupta,CE,2,63.65,24.13,44.27,32.77,28.27,91.34,4.75
1RV21CE2024,Priya Kulkarni,CE,2,99.5,40.72,30.5,31.05,43.83,133.52,2.52
1RV21CE2025,Santhosh Patil,CE,2,60.3,36.83,32.64,34.17,37.17,121.82,2.29
1RV21CE2026,Mohan Patel,CE,2,67.71,24.52,25.43,32.44,28.65,116.33,1.46
1RV21CE2027,Kavya Saxena,CE,2,79.53,28.06,30.7,29.09,32.35,90.5,2.38
1RV21CE2028,Pavan Verma,CE,2,71.52,18.33,28.81,22.22,49.21,86.65,4.94
1RV21CE2029,Srinivas Chauhan,CE,2,64.0,36.43,50.0,25.21,24.13,119.29,5.5
1RV21CE2030,Deepak Nair,CE,2,67.74,37.56,35.26,20.57,50.0,102.73,4.4
1RV21CE2031,Santhosh Nair,CE,2,74.0,36.6,31.98,38.36,26.77,148.65,0.81
